고객ID,거래날짜,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment,trade_month
USER_1433,2019-09-16,106,250,18954.3,3,4,4,344,충성고객,2019-09
USER_1434,2019-03-21,285,30,1692.28,1,3,2,132,기타,2019-03
USER_1435,2019-11-13,48,83,10860.11,4,4,4,444,VIP고객,2019-11
USER_1436,2019-10-14,78,18,1616.34,3,2,2,322,기타,2019-10
USER_1437,2019-05-23,222,1,30.38,1,1,1,111,이탈고객,2019-05
USER_1438,2019-10-21,71,10,558.48,3,1,1,311,기타,2019-10
USER_1439,2019-11-28,33,42,4051.31,4,3,4,434,충성고객,2019-11
USER_1440,2019-02-17,317,55,3186.59,1,4,3,143,기타,2019-02
USER_1441,2019-10-13,79,15,752.73,3,2,2,322,기타,2019-10
USER_1442,2019-06-05,209,44,3775.6,2,3,3,233,기타,2019-06
USER_1443,2019-08-13,140,15,1318.01,2,2,2,222,기타,2019-08
USER_1444,2019-07-12,172,33,2609.43,2,3,3,233,기타,2019-07
USER_1445,2019-12-19,12,35,2904.37,4,3,3,433,기타,2019-12
USER_1446,2019-09-12,110,35,1817.14,3,3,3,333,기타,2019-09
USER_1447,2019-09-18,104,10,413.74,3,1,1,311,기타,2019-09
USER_1448,2019-04-06,269,1,8.399999999999999,1,1,1,111,이탈고객,2019-04
USER_1449,2019-12-11,20,27,2124.03,4,3,3,433,기타,2019-12
USER_1450,2019-12-08,23,23,4726.2,4,3,4,434,충성고객,2019-12
USER_1451,2019-09-14,108,43,2803.25,3,3,3,333,기타,2019-09
USER_1452,2019-05-26,219,24,1050.59,2,3,2,232,기타,2019-05
USER_1453,2019-10-05,87,60,4403.6,3,4,4,344,충성고객,2019-10
USER_1454,2019-04-19,256,3,90.75,1,1,1,111,이탈고객,2019-04
USER_1455,2019-08-23,130,22,969.42,3,3,2,332,기타,2019-08
USER_1456,2019-08-30,123,17,2482.02,3,2,3,323,기타,2019-08
USER_1457,2019-06-12,202,2,134.99,2,1,1,211,기타,2019-06
USER_1458,2019-09-14,108,1,99.5,3,1,1,311,기타,2019-09
USER_1459,2019-11-27,34,52,5893.31,4,4,4,444,VIP고객,2019-11
USER_1460,2019-11-28,33,55,7692.95,4,4,4,444,VIP고객,2019-11
USER_1461,2019-12-13,18,21,2396.54,4,2,3,423,기타,2019-12
USER_1462,2019-07-05,179,4,49.56,2,1,1,211,기타,2019-07
USER_1463,2019-04-05,270,7,544.34,1,1,1,111,이탈고객,2019-04
USER_1464,2019-10-05,87,40,2363.05,3,3,3,333,기타,2019-10
USER_1465,2019-06-20,194,8,101.56,2,1,1,211,기타,2019-06
USER_1466,2019-10-23,69,1,298.0,3,1,1,311,기타,2019-10
USER_1467,2019-10-10,82,102,6362.77,3,4,4,344,충성고객,2019-10
